year,event,discipline,gender,round_name,rank,athlete,country,score,points,start_date,end_date,scraped_at
2024,IFSC World Cup Chamonix 2024,Speed,Women,Final,15.0,Agnese FIORIO,ITA,7.98 (7.80),,2024-07-12,2024-07-14,2025-08-21T22:31:57.599043
2024,IFSC World Cup Chamonix 2024,Speed,Women,Final,16.0,Isis ROTHFORK,USA,8.31 (7.91),,2024-07-12,2024-07-14,2025-08-21T22:31:57.599043
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,1.0,Shion OMATA,JPN,TOP,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,2.0,Satone YOSHIDA,JPN,TOP,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,3.0,Zento MURASHITA,JPN,TOP,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,4.0,Shuta TANAKA,JPN,48+,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,5.0,Max BERTONE,FRA,47,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,6.0,Mototaka ISHIZU,JPN,46+,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,7.0,Yuta IMAIZUMI,JPN,45+,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,8.0,Sebastian HALENKE,GER,45,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,9.0,Yoshiyuki OGATA,JPN,45,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,10.0,Stefano GHISOLFI,ITA,43,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,11.0,Kibeom KWON,KOR,43,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,12.0,Giovanni PLACCI,ITA,42+,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,13.0,Ao YURIKUSA,JPN,42+,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,14.0,Christoph HANKE,GER,40+,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,15.0,Philipp MARTIN,GER,40+,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,16.0,Taisei HOMMA,JPN,39,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,17.0,Filip SCHENK,ITA,38,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,18.0,Yuval SHEMLA,ISR,38,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,19.0,Raviandi RAMADHAN,INA,36+,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,20.0,Jonas UTELLI,SUI,35+,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,21.0,Ravianto RAMADHAN,INA,34+,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,22.0,Nino GRÜNENFELDER,SUI,34,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,23.0,Ties VANCRAEYNEST,BEL,31+,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,24.0,Giorgio TOMATIS,ITA,31+,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,25.0,Jordi POLES,FRA,31,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Semi-final,26.0,Stefan SCHERZ,AUT,27+,,2024-07-17,2024-07-19,2025-08-21T22:31:58.809850
2024,IFSC World Cup Briançon 2024,Lead,Men,Final,1.0,Zento MURASHITA,JPN,47+,,2024-07-17,2024-07-19,2025-08-21T22:31:59.541374
2024,IFSC World Cup Briançon 2024,Lead,Men,Final,2.0,Satone YOSHIDA,JPN,45,,2024-07-17,2024-07-19,2025-08-21T22:31:59.541374
2024,IFSC World Cup Briançon 2024,Lead,Men,Final,3.0,Shion OMATA,JPN,42+,,2024-07-17,2024-07-19,2025-08-21T22:31:59.541374
2024,IFSC World Cup Briançon 2024,Lead,Men,Final,4.0,Max BERTONE,FRA,42+,,2024-07-17,2024-07-19,2025-08-21T22:31:59.541374
2024,IFSC World Cup Briançon 2024,Lead,Men,Final,5.0,Sebastian HALENKE,GER,42+,,2024-07-17,2024-07-19,2025-08-21T22:31:59.541374
2024,IFSC World Cup Briançon 2024,Lead,Men,Final,6.0,Mototaka ISHIZU,JPN,41+,,2024-07-17,2024-07-19,2025-08-21T22:31:59.541374
2024,IFSC World Cup Briançon 2024,Lead,Men,Final,7.0,Shuta TANAKA,JPN,39,,2024-07-17,2024-07-19,2025-08-21T22:31:59.541374
2024,IFSC World Cup Briançon 2024,Lead,Men,Final,8.0,Yuta IMAIZUMI,JPN,38+,,2024-07-17,2024-07-19,2025-08-21T22:31:59.541374
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,1.0,Laura ROGORA,ITA,41+,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,2.0,Mattea PÖTZI,AUT,41+,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,3.0,Jain KIM,KOR,40+,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,4.0,Mei KOTAKE,JPN,39+,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,5.0,Aleksandra TOTKOVA,BUL,39+,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,6.0,Natsumi ODA,JPN,39+,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,7.0,Rosa REKAR,SLO,39,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,8.0,Flora OBLASSER,AUT,38+,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,9.0,Lynn VAN DER MEER,NED,38,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,10.0,Geila MACIÀ MARTÍN,ESP,38,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,11.0,Heloïse DOUMONT,BEL,37+,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,12.0,Hélène JANICOT,FRA,37,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,13.0,Lucija TARKUS,SLO,37,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,14.0,Sara COPAR,SLO,36+,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,15.0,Camille POUGET,FRA,36+,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,16.0,Sunniva ØVRE-EIDE,NOR,36+,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,17.0,Lana SKUSEK,SLO,35+,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,18.0,Vita LUKAN,SLO,35+,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,19.0,Juha KIM,KOR,30,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,20.0,Ina PLASSOUX DJIGA,FRA,30,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,21.0,Tomona TAKAO,JPN,29,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,22.0,Anastasiia KOBETS,UKR,28,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,23.0,Noa SHIRAN,ISR,27+,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,24.0,Eva Maria HAMMELMÜLLER,AUT,27,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,25.0,Manon HILY,FRA,24,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Semi-final,26.0,Natsuki TANII,JPN,12+,,2024-07-17,2024-07-19,2025-08-21T22:32:00.463029
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,1.0,Mei KOTAKE,JPN,49+,,2024-07-17,2024-07-19,2025-08-21T22:32:01.222055
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,2.0,Laura ROGORA,ITA,45,,2024-07-17,2024-07-19,2025-08-21T22:32:01.222055
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,3.0,Mattea PÖTZI,AUT,42+,,2024-07-17,2024-07-19,2025-08-21T22:32:01.222055
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,4.0,Rosa REKAR,SLO,41+,,2024-07-17,2024-07-19,2025-08-21T22:32:01.222055
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,5.0,Jain KIM,KOR,39+,,2024-07-17,2024-07-19,2025-08-21T22:32:01.222055
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,6.0,Aleksandra TOTKOVA,BUL,39+,,2024-07-17,2024-07-19,2025-08-21T22:32:01.222055
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,7.0,Natsumi ODA,JPN,29+,,2024-07-17,2024-07-19,2025-08-21T22:32:01.222055
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,8.0,Flora OBLASSER,AUT,27+,,2024-07-17,2024-07-19,2025-08-21T22:32:01.222055
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,1.0,Ludovico FOSSALI,ITA,4.97,,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,2.0,Erik NOYA CARDONA,ESP,5.06,,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,3.0,Jianguo LONG,CHN,4.93,,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,4.0,Leander CARMANNS,GER,5.06,,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,5.0,Amir MAIMURATOV,KAZ,6.40 (4.96),,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,6.0,Matteo ZURLONI,ITA,5.03 (4.97),,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,7.0,Liang ZHANG,CHN,FALL (5.07),,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,8.0,Jingjie HUANG,CHN,FALSE START (5.27),,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,9.0,Rishat KHAIBULLIN,KAZ,5.22 (5.01),,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,10.0,Xinshang WANG,CHN,6.92 (5.08),,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,11.0,Guillaume MORO,FRA,FALL (5.25),,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,12.0,Bassa MAWEM,FRA,5.25,,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,13.0,Yongjun JUNG,KOR,FALSE START (5.25),,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,14.0,Julian DAVID,NZL,5.33 (5.26),,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,15.0,Alessandro BOULOS,ITA,FALL (5.26),,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,16.0,Beknur ALTYNBEKOV,KAZ,FALSE START (5.29),,2024-07-17,2024-07-19,2025-08-21T22:32:02.182497
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,1.0,Lijuan DENG,CHN,6.41 (AsR),,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,2.0,Jimin JEONG,KOR,6.53,,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,3.0,Shaoqin ZHANG,CHN,6.46,,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,4.0,Shengyan WANG,CHN,6.73,,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,5.0,Natalia KALUCKA,POL,6.71,,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,6.0,Giulia RANDI,ITA,6.92 (6.85),,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,7.0,Beatrice COLLI,ITA,7.03 (6.94),,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,8.0,Mi YANG,CHN,FALSE START (7.09),,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,9.0,Leslie Adriana ROMERO PÉREZ,ESP,7.15 (7.12),,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,10.0,Franziska RITTER,GER,7.27,,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,11.0,Agnese FIORIO,ITA,7.41,,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,12.0,Carla MARTÍNEZ VIDAL,ESP,FALL (7.50),,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,13.0,Isis ROTHFORK,USA,7.52,,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,14.0,Sophia CURCIO,USA,7.55,,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,15.0,Karin HAYASHI,JPN,7.76 (7.60),,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Briançon 2024,Speed,Women,Final,16.0,Julia KOCH,GER,7.75 (7.68),,2024-07-17,2024-07-19,2025-08-21T22:32:03.175067
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,1.0,Sorato ANRAKU,JPN,41+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,2.0,Toby ROBERTS,GBR,40+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,3.0,Shion OMATA,JPN,33+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,4.0,Yannick FLOHÉ,GER,33+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,5.0,Sam AVEZOU,FRA,32,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,6.0,Ao YURIKUSA,JPN,28+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,7.0,Max BERTONE,FRA,28+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,8.0,Dohyun LEE,KOR,27,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,9.0,Sascha LEHMANN,SUI,27,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,10.0,Zento MURASHITA,JPN,27,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,11.0,Kibeom KWON,KOR,27,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,12.0,Yuta IMAIZUMI,JPN,27,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,13.0,Filip SCHENK,ITA,27,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,14.0,Martin STRANIK,CZE,27,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,15.0,Jonas UTELLI,SUI,26+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,16.0,Masahiro HIGUCHI,JPN,26+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,17.0,Shuta TANAKA,JPN,26+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,18.0,Yoshiyuki OGATA,JPN,26+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,19.0,Ties VANCRAEYNEST,BEL,26+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,20.0,Satone YOSHIDA,JPN,25+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,21.0,Mejdi SCHALCK,FRA,25+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,22.0,Ross FULKERSON,USA,23+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,23.0,Giorgio TOMATIS,ITA,23+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,24.0,Jules MARCHALAND,FRA,22+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,25.0,Taisei HOMMA,JPN,21+,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Semi-final,26.0,Nino GRÜNENFELDER,SUI,17,,2024-09-06,2024-09-07,2025-08-21T22:32:04.273086
2024,IFSC World Cup Koper 2024,Lead,Men,Final,1.0,Toby ROBERTS,GBR,40,,2024-09-06,2024-09-07,2025-08-21T22:32:05.028568
2024,IFSC World Cup Koper 2024,Lead,Men,Final,2.0,Sorato ANRAKU,JPN,35,,2024-09-06,2024-09-07,2025-08-21T22:32:05.028568
2024,IFSC World Cup Koper 2024,Lead,Men,Final,3.0,Sam AVEZOU,FRA,31+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.028568
2024,IFSC World Cup Koper 2024,Lead,Men,Final,4.0,Shion OMATA,JPN,30+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.028568
2024,IFSC World Cup Koper 2024,Lead,Men,Final,5.0,Yannick FLOHÉ,GER,30+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.028568
2024,IFSC World Cup Koper 2024,Lead,Men,Final,6.0,Max BERTONE,FRA,25+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.028568
2024,IFSC World Cup Koper 2024,Lead,Men,Final,7.0,Ao YURIKUSA,JPN,16,,2024-09-06,2024-09-07,2025-08-21T22:32:05.028568
2024,IFSC World Cup Koper 2024,Lead,Men,Final,8.0,Dohyun LEE,KOR,12+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.028568
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,1.0,Janja GARNBRET,SLO,TOP,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,2.0,Laura ROGORA,ITA,46+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,3.0,Jessica PILZ,AUT,43+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,4.0,Oceania MACKENZIE,AUS,40+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,5.0,Annie SANDERS,USA,39,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,6.0,Mattea PÖTZI,AUT,38+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,7.0,Erin MCNEICE,GBR,37+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,8.0,Zélia AVEZOU,FRA,37+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,9.0,Chaehyun SEO,KOR,37,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,10.0,Manon HILY,FRA,37,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,11.0,Mia KRAMPL,SLO,37,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,12.0,Camille POUGET,FRA,36+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,13.0,Flora OBLASSER,AUT,36+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,14.0,Jennifer Eucharia BUCKLEY,SLO,36+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,15.0,Sara COPAR,SLO,36+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,16.0,Hélène JANICOT,FRA,36,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,17.0,Camilla MORONI,ITA,36,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,18.0,Tomona TAKAO,JPN,35,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,19.0,Ina PLASSOUX DJIGA,FRA,33,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,20.0,Heloïse DOUMONT,BEL,32,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,21.0,Lucija TARKUS,SLO,31+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,22.0,Rosa REKAR,SLO,31,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,23.0,Natsuki TANII,JPN,23,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,24.0,Noa SHIRAN,ISR,22,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,25.0,Mei KOTAKE,JPN,21+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Semi-final,26.0,Lynn VAN DER MEER,NED,13+,,2024-09-06,2024-09-07,2025-08-21T22:32:05.974118
2024,IFSC World Cup Koper 2024,Lead,Women,Final,1.0,Janja GARNBRET,SLO,46+,,2024-09-06,2024-09-07,2025-08-21T22:32:06.723041
2024,IFSC World Cup Koper 2024,Lead,Women,Final,2.0,Jessica PILZ,AUT,40+,,2024-09-06,2024-09-07,2025-08-21T22:32:06.723041
2024,IFSC World Cup Koper 2024,Lead,Women,Final,3.0,Annie SANDERS,USA,39+,,2024-09-06,2024-09-07,2025-08-21T22:32:06.723041
2024,IFSC World Cup Koper 2024,Lead,Women,Final,4.0,Oceania MACKENZIE,AUS,38+,,2024-09-06,2024-09-07,2025-08-21T22:32:06.723041
2024,IFSC World Cup Koper 2024,Lead,Women,Final,5.0,Zélia AVEZOU,FRA,37+,,2024-09-06,2024-09-07,2025-08-21T22:32:06.723041
