year,event,discipline,gender,round_type,round_name,rank,athlete,country,score,points,start_date,end_date,scraped_at
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,17.0,Eva Maria HAMMELMÜLLER,AUT,17.48,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,17.0,Natsumi ODA,JPN,17.48,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,19.0,Anastasiia KOBETS,UKR,17.49,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,20.0,Juha KIM,KOR,18.49,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,21.0,Mattea PÖTZI,AUT,20.68,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,22.0,Ina PLASSOUX DJIGA,FRA,20.71,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,23.0,Noa SHIRAN,ISR,21.0,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,24.0,Geila MACIÀ MARTÍN,ESP,21.42,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,25.0,Vita LUKAN,SLO,23.85,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,26.0,Sunniva ØVRE-EIDE,NOR,24.37,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,27.0,Michaela SMETANOVA,CZE,24.7,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,28.0,Valentina AGUADO,ARG,25.58,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,29.0,Nolwenn ARC,FRA,27.22,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,30.0,Mao NAKAMURA,JPN,27.85,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,31.0,Julia CHANOURDIE,FRA,32.6,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,32.0,Valeri KREMER,ISR,33.5,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,32.0,Gayeong OH,KOR,33.5,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,34.0,Meije LERONDEL,FRA,33.67,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,35.0,Rebecca FRANGOS,CAN,34.71,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,35.0,Anja KÖHLER,BRA,34.71,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,37.0,Ilaria SCOLARIS,ITA,35.64,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,38.0,Martina DEMMEL,GER,35.79,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,39.0,Lana BONNAL,FRA,36.33,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,40.0,Noé LOOSER,SUI,37.45,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,40.0,Clotilde PFISTER,FRA,37.45,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,40.0,Lucie WATILLON,BEL,37.45,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,43.0,Käthe ATKINS,GER,39.59,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,44.0,Liv EGLI,SUI,41.7,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,44.0,Momoka MIYAJIMA,JPN,41.7,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,46.0,Emma BERNHARD,GER,43.37,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,47.0,Marketa JANOSOVA,CZE,43.71,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,48.0,Seuran HAN,KOR,44.02,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,49.0,Joanna NEAME,GBR,47.93,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,49.0,Federica PAPETTI,ITA,47.93,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,51.0,Kintana ILTIS,FRA,49.23,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,52.0,Babette ROY,CAN,49.34,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,53.0,Alejandra CONTRERAS,CHI,49.74,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,54.0,Ingrid KINDLIHAGEN,NOR,50.02,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,55.0,Nika POTAPOVA,UKR,52.03,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,56.0,Tereza SIRUCKOVA,CZE,52.24,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,57.0,Svana BJARNASON,ISL,52.92,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,58.0,Maya VÁSQUEZ,CHI,55.39,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,59.0,Iris HEIKKINEN,FIN,56.39,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Qualification,Qualification,60.0,Roxy PERRY,AUS,57.5,,2024-07-17,2024-07-19,2025-08-22T11:54:30.325273
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,1.0,Laura ROGORA,ITA,41+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,2.0,Mattea PÖTZI,AUT,41+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,3.0,Jain KIM,KOR,40+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,4.0,Mei KOTAKE,JPN,39+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,5.0,Aleksandra TOTKOVA,BUL,39+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,6.0,Natsumi ODA,JPN,39+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,7.0,Rosa REKAR,SLO,39,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,8.0,Flora OBLASSER,AUT,38+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,9.0,Lynn VAN DER MEER,NED,38,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,10.0,Geila MACIÀ MARTÍN,ESP,38,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,11.0,Heloïse DOUMONT,BEL,37+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,12.0,Hélène JANICOT,FRA,37,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,13.0,Lucija TARKUS,SLO,37,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,14.0,Sara COPAR,SLO,36+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,15.0,Camille POUGET,FRA,36+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,16.0,Sunniva ØVRE-EIDE,NOR,36+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,17.0,Lana SKUSEK,SLO,35+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,18.0,Vita LUKAN,SLO,35+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,19.0,Juha KIM,KOR,30,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,20.0,Ina PLASSOUX DJIGA,FRA,30,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,21.0,Tomona TAKAO,JPN,29,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,22.0,Anastasiia KOBETS,UKR,28,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,23.0,Noa SHIRAN,ISR,27+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,24.0,Eva Maria HAMMELMÜLLER,AUT,27,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,25.0,Manon HILY,FRA,24,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Semifinal,Semi-final,26.0,Natsuki TANII,JPN,12+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.096628
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,Final,1.0,Mei KOTAKE,JPN,49+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.828651
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,Final,2.0,Laura ROGORA,ITA,45,,2024-07-17,2024-07-19,2025-08-22T11:54:31.828651
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,Final,3.0,Mattea PÖTZI,AUT,42+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.828651
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,Final,4.0,Rosa REKAR,SLO,41+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.828651
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,Final,5.0,Jain KIM,KOR,39+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.828651
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,Final,6.0,Aleksandra TOTKOVA,BUL,39+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.828651
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,Final,7.0,Natsumi ODA,JPN,29+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.828651
2024,IFSC World Cup Briançon 2024,Lead,Women,Final,Final,8.0,Flora OBLASSER,AUT,27+,,2024-07-17,2024-07-19,2025-08-22T11:54:31.828651
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,1.0,Amir MAIMURATOV,KAZ,4.96,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,2.0,Matteo ZURLONI,ITA,4.97,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,3.0,Rishat KHAIBULLIN,KAZ,5.01,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,4.0,Xinshang WANG,CHN,5.08,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,5.0,Ludovico FOSSALI,ITA,5.12,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,6.0,Liang ZHANG,CHN,5.17,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,7.0,Jianguo LONG,CHN,5.253,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,8.0,Guillaume MORO,FRA,5.254,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,9.0,Leander CARMANNS,GER,5.257,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,10.0,Yongjun JUNG,KOR,5.258,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,11.0,Julian DAVID,NZL,5.265 (OcR),,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,12.0,Alessandro BOULOS,ITA,5.266,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,13.0,Jingjie HUANG,CHN,5.274,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,14.0,Erik NOYA CARDONA,ESP,5.275,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,15.0,Beknur ALTYNBEKOV,KAZ,5.29,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,16.0,Bassa MAWEM,FRA,5.33,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,17.0,Jérôme MOREL,FRA,5.341,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,18.0,Sebastian LUCKE,GER,5.342,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,19.0,Luca ROBBIATI,ITA,5.347,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,20.0,Noah BRATSCHI,USA,5.35,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,21.0,Damir TOKTAROV,KAZ,5.37,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,22.0,Kostiantyn PAVLENKO,UKR,5.38 (5.385),,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,23.0,Kevin AMON,AUT,5.38 (5.493),,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,24.0,Pierre REBREYEND,FRA,5.39,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,25.0,Yu LIN,CHN,5.41,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,26.0,Aodhan UMLAUF,GER,5.48,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,27.0,Kazuki TANII,JPN,5.50,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,28.0,Lukas KNAPP,AUT,5.51,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,29.0,Younghyun KIM,KOR,5.57,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,30.0,Linus BADER,GER,5.651,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,31.0,Ginta UEGAKI,JPN,5.653,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,32.0,Ethan PITCHER,CAN,5.68,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,33.0,Deepu MALLESH,IND,5.715,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,34.0,Joshua BRUYNS,RSA,5.716 (AfR),,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,35.0,Shuto FUJINO,JPN,5.72,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,36.0,Andrew GOODALL,GBR,5.75,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,37.0,Minsu KANG,KOR,5.76,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,38.0,Ben JENNINGS,USA,5.83,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,39.0,Thomas LIN,USA,5.94,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,40.0,Aidan GODDARD,USA,5.99,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,41.0,Luke TURNER,GBR,6.32,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,42.0,Ethan FREUDENHEIM,USA,6.33,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,43.0,Pedro EGG,BRA,6.52,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,44.0,Andrés ALENCASTER,MEX,6.65,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,45.0,John-David MULLER,RSA,8.14,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,46.0,Gian Luca ZODDA,ITA,FALSE START,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Qualification,Qualification,,Ryo OMASA,JPN,DNS,,2024-07-17,2024-07-19,2025-08-22T11:54:32.634458
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,1.0,Ludovico FOSSALI,ITA,4.97,,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,2.0,Erik NOYA CARDONA,ESP,5.06,,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,3.0,Jianguo LONG,CHN,4.93,,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,4.0,Leander CARMANNS,GER,5.06,,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,5.0,Amir MAIMURATOV,KAZ,6.40 (4.96),,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,6.0,Matteo ZURLONI,ITA,5.03 (4.97),,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,7.0,Liang ZHANG,CHN,FALL (5.07),,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,8.0,Jingjie HUANG,CHN,FALSE START (5.27),,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,9.0,Rishat KHAIBULLIN,KAZ,5.22 (5.01),,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,10.0,Xinshang WANG,CHN,6.92 (5.08),,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,11.0,Guillaume MORO,FRA,FALL (5.25),,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,12.0,Bassa MAWEM,FRA,5.25,,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,13.0,Yongjun JUNG,KOR,FALSE START (5.25),,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,14.0,Julian DAVID,NZL,5.33 (5.26),,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,15.0,Alessandro BOULOS,ITA,FALL (5.26),,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Men,Final,Final,16.0,Beknur ALTYNBEKOV,KAZ,FALSE START (5.29),,2024-07-17,2024-07-19,2025-08-22T11:54:33.410500
2024,IFSC World Cup Briançon 2024,Speed,Women,Qualification,Qualification,1.0,Shaoqin ZHANG,CHN,6.64,,2024-07-17,2024-07-19,2025-08-22T11:54:34.215976
2024,IFSC World Cup Briançon 2024,Speed,Women,Qualification,Qualification,2.0,Shengyan WANG,CHN,6.74,,2024-07-17,2024-07-19,2025-08-22T11:54:34.215976
2024,IFSC World Cup Briançon 2024,Speed,Women,Qualification,Qualification,3.0,Natalia KALUCKA,POL,6.83,,2024-07-17,2024-07-19,2025-08-22T11:54:34.215976
2024,IFSC World Cup Briançon 2024,Speed,Women,Qualification,Qualification,4.0,Lijuan DENG,CHN,6.84,,2024-07-17,2024-07-19,2025-08-22T11:54:34.215976
2024,IFSC World Cup Briançon 2024,Speed,Women,Qualification,Qualification,5.0,Giulia RANDI,ITA,6.85,,2024-07-17,2024-07-19,2025-08-22T11:54:34.215976
2024,IFSC World Cup Briançon 2024,Speed,Women,Qualification,Qualification,6.0,Jimin JEONG,KOR,6.96,,2024-07-17,2024-07-19,2025-08-22T11:54:34.215976
2024,IFSC World Cup Briançon 2024,Speed,Women,Qualification,Qualification,7.0,Beatrice COLLI,ITA,7.01,,2024-07-17,2024-07-19,2025-08-22T11:54:34.215976
2024,IFSC World Cup Briançon 2024,Speed,Women,Qualification,Qualification,8.0,Leslie Adriana ROMERO PÉREZ,ESP,7.12,,2024-07-17,2024-07-19,2025-08-22T11:54:34.215976
2024,IFSC World Cup Briançon 2024,Speed,Women,Qualification,Qualification,9.0,Mi YANG,CHN,7.27,,2024-07-17,2024-07-19,2025-08-22T11:54:34.215976
2024,IFSC World Cup Briançon 2024,Speed,Women,Qualification,Qualification,10.0,Franziska RITTER,GER,7.33,,2024-07-17,2024-07-19,2025-08-22T11:54:34.215976
2024,IFSC World Cup Briançon 2024,Speed,Women,Qualification,Qualification,11.0,Agnese FIORIO,ITA,7.49,,2024-07-17,2024-07-19,2025-08-22T11:54:34.215976
2024,IFSC World Cup Briançon 2024,Speed,Women,Qualification,Qualification,12.0,Carla MARTÍNEZ VIDAL,ESP,7.50,,2024-07-17,2024-07-19,2025-08-22T11:54:34.215976
2024,IFSC World Cup Briançon 2024,Speed,Women,Qualification,Qualification,13.0,Sophia CURCIO,USA,7.58,,2024-07-17,2024-07-19,2025-08-22T11:54:34.215976
2024,IFSC World Cup Briançon 2024,Speed,Women,Qualification,Qualification,14.0,Karin HAYASHI,JPN,7.60,,2024-07-17,2024-07-19,2025-08-22T11:54:34.215976
